"_offset","employee_id","job_function_id","primary_skill_id","production_category","employment_status","org_category","org_category_type","work_start_micros","work_end_micros","is_active","_created_micros","_updated_micros"
"13960","151748521528371091559866514896481786616","4060741400005179325","7770000000000169925","Production","Full-time employee","Global Delivery","Global Delivery","1644192000000000","","true","1643919000000000","1718059199561000"
"13961","246681961772686699208551562279218969026","4000741400001402409","7770000000000115522","Production","Full-time employee","Data Analytics","Data","1617062400000000","","true","1616667900000000","1718061089685000"
"13962","602215777301389929376388035985210453465867469","1013","7770000000000115524","Production","Full-time employee","Data Analytics","Data","1622505600000000","1718323200000000","true","1622118000000000","1718061910519000"
"13963","69229234107640292535871591597629620","1013","7770000000002423779","Production","Full-time employee","Global Delivery","Global Delivery","1534896000000000","","true","1530778203000000","1718064476494000"
"13964","0039219532631494717431468447773371681","4060741400005179327","7770000000000116063","Production","Full-time employee","Salesforce","Digital Engagement","1631491200000000","","true","1631015400000000","1718066711719000"
"13965","765787672646397502025133549448614783506","4000741400001402404","4060741400007923318","Production","Full-time employee","Experience Engineering","Digital Engagement","1571356800000000","","true","1570899620000000","1718245826679000"
"13966","402596190763774431392259628054067092077817017682","1012","4060741400037639173","Production","Full-time employee","Experience Engineering","Digital Engagement","1643673600000000","","true","1643615401000000","1718286151811000"
"13967","108805200915721818174956596779019","4060741400010084400","4060741400007923354","Production","Full-time employee","Cloud SysEng","Cloud","1639958400000000","","true","1639568270000000","1718722896151000"
"13968","27696160737865896856728056874372176771385895","4060741400007382351","4060741400050999655","Production","Full-time employee","Cloud Run","Cloud","1312156800000000","","true","1312156800000000","1718722896151000"
"13969","261522240127625666627009928092182563277063389","4060741400007514503","7770000000000120665","Production","Full-time employee","Cloud Run","Cloud","1539561600000000","","true","1539159000000000","1718723140959000"
"13970","85621577316880238524997416838875555631","4060741400034237215","4060741400034944001","Production","Full-time employee","Global Delivery","Global Delivery","1324857600000000","","true","1321972579000000","1718767281834000"
"13971","626070271158602225473183926429319803989736874","1013","4060741400007923316","Non-production","Trainee","GDO Office","General and Administrative","1718841600000000","","false","1718364724241000","1718769530942000"
"13972","291627683245678698213776216877742817303","4000741400001402409","4060741400009046535","Production","Full-time employee","Mobility","Digital Engagement","1515974400000000","1718928000000000","true","1514361622000000","1718769603020000"
"13973","3323024529631512718064483984290854808846","4060741400007382351","4060741400007923308","Production","Full-time employee","Global Delivery","Global Delivery","1630886400000000","","true","1630509301000000","1719029842073000"
"13974","918122958666719065598627273071191003302387","1013","7770000000000116864","Production","Full-time employee","Global Delivery","Global Delivery","1642982400000000","","true","1642519524000000","1719030096049000"
"13975","6635535354784687830221120126494245185","4060741400309298943","4060741400007923380","Production","Full-time employee","Enterprise Apps","Intelligent Enterprise","1647820800000000","1720396800000000","true","1647614100000000","1719030118442000"
"13976","57523802512388053583868583527391934469880","4000741400001402375","7770000000002723834","Production","Full-time employee","Commerce","Digital Engagement","1117584000000000","","true","1117584000000000","1719030122794000"
"13977","57641719044181149006005010719527928259","1012","4060741400007923359","Production","Full-time employee","Global Delivery","Global Delivery","1602460800000000","","true","1601370020000000","1719030246115000"
"13978","142862848472411447127640862592872192","4060741400309298943","4060741400007923380","Production","Full-time employee","Enterprise Apps","Intelligent Enterprise","1650931200000000","","true","1650542100000000","1719030383498000"
"13979","281376901981143204720591708566438931699","4000741400001402373","4060741400007923331","Production","Full-time employee","Commerce","Digital Engagement","1599436800000000","","true","1599125400000000","1719030623871000"
"13980","5429656571064159037297963436182601481812400","1012","4060741400007923316","Production","Full-time employee","Global Delivery","Global Delivery","1614729600000000","","true","1614246000000000","1719030682062000"
"13981","994039076086932406867625352555977692028172","4060741400010086938","7770000000000159415","Production","Full-time employee","Intelligent Automation","Intelligent Enterprise","1544572800000000","1719532800000000","true","1544427000000000","1719030846248000"
"13982","8460918039346710918925303803287948918","1012","4060741400007923316","Production","Full-time employee","Global Delivery","Global Delivery","1630540800000000","","true","1630396800000000","1719030876376000"
"13983","4488775245373421770836520422798441193291","4060741400007151466","4060741400378686795","Production","Full-time employee","Data Analytics","Data","1572566400000000","","true","1565610300000000","1719031291031000"
"13984","1223655495308828067918186889952053291056","4060741400005179325","7770000000000169928","Production","Full-time employee","Cloud SysEng","Cloud","1596412800000000","","true","1596009000000000","1719031297844000"
"13985","29945281029595580680691195599170997971575","8050000000000001871","4060741400375569062","Production","Full-time employee","Salesforce","Digital Engagement","1617321600000000","","true","1617321600000000","1719031435760000"
"13986","512283299101741722697834586785382042713147","4060741400005179326","7770000000000169925","Production","Full-time employee","Strategy & Design","Digital Engagement","1416787200000000","","true","1413527067000000","1719031535843000"
"13987","4011522973245549296413128145555904741107342843","4060741400005179326","7770000000000169925","Production","Full-time employee","Digital Marketing","Digital Engagement","1551312000000000","","true","1550751601000000","1719031565027000"
"13988","789038416174520700725683554894288033632296","4060741400005179326","7770000000000169928","Production","Full-time employee","Infrastructure & Operations","Infrastructure & Operations","1612137600000000","1719705600000000","true","1610960700000000","1719031691065000"
"13989","162285464249862057618194654667429465823502377","4060741400334095794","4060741400376314387","Non-production","Full-time employee","People Management","General and Administrative","1708300800000000","","true","1708013150211000","1719031813348000"
"13990","203459793134961303793258410300103217376815286","4060741400005179325","7770000000000169925","Production","Full-time employee","Intelligent Automation","Intelligent Enterprise","1656633600000000","","true","1656633600000000","1719032437683000"
"13991","7877079468742225897555817281289","4000741400001402409","4060741400007923322","Production","Full-time employee","Global Delivery","Global Delivery","1554076800000000","","true","1553601047000000","1719032440736000"
"13992","56926991695471134829178552387875805125","4000741400001402409","4060741400007923322","Production","Full-time employee","Global Delivery","Global Delivery","1610323200000000","","true","1605707100000000","1719036872330000"
"13993","83638314357890552352785169609499281087","4000741400001402379","4060741400321690541","Production","Full-time employee","Testing","Quality Engineering","1358121600000000","1719705600000000","true","1358121600000000","1719036872330000"
"13994","08087166577454988102674038938068794021956","1013","4060741400007923322","Production","Full-time employee","Global Delivery","Global Delivery","1493683200000000","","true","1484043857000000","1719036872330000"
"13995","756661631607762090758176003299881574877","4000741400001402409","4060741400007923322","Production","Full-time employee","Global Delivery","Global Delivery","1667347200000000","1719705600000000","true","1666771817000000","1719036872330000"
"13996","7335504087189857483952675817459342118529830","8050000000000001943","4060741400051296607","Production","Full-time employee","Global Delivery","Global Delivery","1620864000000000","1719705600000000","true","1620285899000000","1719036872330000"
"13997","03494901801299102718411009599185213285","4060741400034237214","4060741400007923316","Production","Full-time employee","Global Delivery","Global Delivery","1465776000000000","","true","1464253973000000","1719036872330000"
"13998","804226914094024191935057342059092387979147033","1013","7770000000000115524","Production","Full-time employee","Data Analytics","Data","1624233600000000","","true","1621590923000000","1719036994897000"
"13999","408232186376111348069819202308898638705","4060741400034237216","4060741400034944001","Production","Full-time employee","Global Delivery","Global Delivery","1580515200000000","","true","1576250100000000","1719037444342000"
"14000","68034156049342626656404138081670724466142","1013","7770000000000116065","Production","Full-time employee","Experience Engineering","Digital Engagement","1648771200000000","","true","1646324401000000","1719037480194000"
"14001","219452440642030441461878609745179438287","4000741400001402409","4060741400007923316","Production","Full-time employee","Global Delivery","Global Delivery","1663027200000000","1720483200000000","true","1660639500000000","1719037615226000"
"14002","8897137802318748205828958023576305462408","1013","4060741400347222901","Production","Full-time employee","Mobility","Digital Engagement","1636934400000000","","true","1636630801000000","1719037794891000"
"14003","108805200915721818174956596779019","4060741400010084400","4060741400335399351","Production","Full-time employee","Cloud SysEng","Cloud","1639958400000000","","true","1639568270000000","1719037998075000"
"14004","8803986240047364821369592650009728","4060741400042656449","7770000000002612091","Non-production","Full-time employee","People Operations","General and Administrative","937785600000000","","true","937785600000000","1719038618157000"
"14005","9487634064868470934765618388894524350542360050204042","4060741400010084401","4060741400007923349","Production","Full-time employee","Cloud SysEng","Cloud","1719792000000000","","false","1718981883622000","1719039217069000"
"14006","75403990484181891579536834807410270894","4060741400010084401","4060741400335399351","Production","Full-time employee","Cloud SysEng","Cloud","1719792000000000","","false","1718984332288000","1719039222390000"
"14007","082446573799023153184004117318569292982616994","4060741400007151466","7770000000000129674","Production","Full-time employee","Strategy & Design","Digital Engagement","1719273600000000","","false","1718711645376000","1719039245585000"
"14008","723862388081140870189697892458915630495624","4000741400001402409","4060741400007923322","Production","Subcontractor","Global Delivery","Global Delivery","1642377600000000","1719705600000000","true","1641481800000000","1719039691368000"
"14009","519552436361747484856430974204309810422863213","4060741400010084400","4060741400007923354","Production","Full-time employee","Cloud SysEng","Cloud","1719187200000000","","false","1718643653607000","1719039766377000"
"14010","39511041218937524751339123280080296","4060741400005179326","7770000000000169928","Production","Full-time employee","Cloud Run","Cloud","1719792000000000","","false","1716883083726000","1719039804071000"
"14011","6891029468851698410659960066255340019487362","8050000000000001865","4060741400007923377","Production","Full-time employee","Enterprise Apps","Intelligent Enterprise","1702598400000000","","true","1702453207396000","1719039807828000"
"14012","350433847689092674711692790536095996881989","4000741400001402409","4060741400007923322","Production","Full-time employee","Global Delivery","Global Delivery","1719187200000000","","false","1718107985036000","1719039850129000"
"14013","4934609163989046417391031613874110640579","8050000000000001867","4060741400007923377","Production","Full-time employee","Enterprise Apps","Intelligent Enterprise","1702339200000000","","true","1702032063758000","1719039880269000"
"14014","5544007741717826931168274107258346223093283","1012","7770000000000116569","Production","Full-time employee","Global Delivery","Global Delivery","1719792000000000","","false","1718185431147000","1719039936530000"
"14015","578506409516765073683455186341761499331274","4060741400309298944","4060741400007923377","Production","Full-time employee","Enterprise Apps","Intelligent Enterprise","1719273600000000","","false","1718877962626000","1719039993198000"
"14016","148628492847535285071762003054935610450834","4060741400007382361","4060741400358394831","Production","Full-time employee","Consulting","Consulting","1719792000000000","","false","1717419362006000","1719040024227000"
"14017","0151544988852429643055023728923208667756","4000741400001402409","4060741400007923322","Production","Full-time employee","Global Delivery","Global Delivery","1719446400000000","","false","1718888087622000","1719040027781000"
"14018","575786167117812806593177969357270285048","1013","4060741400007923319","Production","Full-time employee","Global Delivery","Global Delivery","1603670400000000","","true","1603177200000000","1719040512779000"
"14019","1339690463568509910280222299719956","4060741400334097633","4060741400376314387","Non-production","Full-time employee","People Management","General and Administrative","1687996800000000","1719792000000000","true","1687818608283000","1719043945855000"
"14020","21643273323724397819020622013532787","1013","4060741400037639173","Production","Full-time employee","Global Delivery","Global Delivery","1656374400000000","","true","1655942700000000","1719114166405000"
"14021","874818691352222682365966434693852854978","4060741400007382351","4060741400042074910","Production","Full-time employee","Global Delivery","Global Delivery","1466380800000000","","true","1466166980000000","1719114629617000"
"14022","576481281213166766155785562491788499888326280","1012","4060741400007923366","Production","Full-time employee","Experience Engineering","Digital Engagement","1623801600000000","","true","1623766204000000","1719114646514000"
"14023","28698814736690198570546905324509027795","1012","4060741400007923322","Production","Full-time employee","Global Delivery","Global Delivery","1647216000000000","","true","1646999401000000","1719233528339000"
"14024","244638731391000300670457889090766","1013","4060741400007923339","Production","Full-time employee","Mobility","Digital Engagement","1598313600000000","1719446400000000","true","1597909200000000","1719237673122000"
"14025","162285464249862057618194654667429465823502377","4060741400334095794","4060741400376314387","Non-production","Full-time employee","People Management","General and Administrative","1708300800000000","1719446400000000","true","1708013150211000","1719298142308000"
"14026","094724912514884913328054382365251093","1013","7770000000000115522","Production","Full-time employee","Data Analytics","Data","1622505600000000","","true","1621584000000000","1719300565106000"
"14027","8165539763829153717330184580188574982618627","1013","7770000000000115522","Production","Full-time employee","Data Analytics","Data","1611532800000000","","true","1611148800000000","1719300565106000"
"14028","575786167117812806593177969357270285048","1013","4060741400007923319","Production","Full-time employee","Global Delivery","Global Delivery","1603670400000000","1719792000000000","true","1603177200000000","1719304980561000"
"14029","8118940302363406938642530277498466359250021","1013","4060741400007923316","Production","Full-time employee","Global Delivery","Global Delivery","1635724800000000","","true","1635517837000000","1719329644009000"
"14030","2420095577108612846435059046239655135","1013","4060741400007923322","Production","Full-time employee","Global Delivery","Global Delivery","1542844800000000","","true","1542369300000000","1719366587163000"
"14031","275573148216956253427447627956645601513","4060741400376470171","4060741400321690541","Production","Full-time employee","Testing","Quality Engineering","1633046400000000","","true","1632304200000000","1719391467368000"
"14032","7521683805277661491897143641874447293403463523","1013","7770000000000131092","Production","Full-time employee","Data Analytics","Data","1615766400000000","","true","1614946501000000","1719392346907000"
"14033","43010270185102543572024295343461986599669","4060741400311610516","4060741400007923367","Production","Full-time employee","Strategy & Design","Digital Engagement","1649635200000000","","true","1648243500000000","1719399489646000"
"14034","9532518635887864122151143811926286974308","4060741400037048360","4060741400335399362","Non-production","Full-time employee","EPAM Anywhere","General and Administrative","1624320000000000","1719360000000000","true","1623923608000000","1719406306858000"
"14035","374690065846580127803372267983875884059446","1013","4060741400378686793","Production","Subcontractor","Data Analytics","Data","1719792000000000","","false","1719413343046000","1719574431407000"
"14036","470676799909496473182361778201770508930","1013","4060741400049417778","Production","Full-time employee","Data Analytics","Data","1646092800000000","1719705600000000","true","1645522235000000","1719604727503000"
"14037","3957710349592953872593174519749282483363720","4060741400010084400","4060741400035457637","Production","Full-time employee","Security","Security","1625097600000000","1719705600000000","true","1619015132000000","1719667909053000"
"14038","65040110745173269360169508375201","4000741400001402409","4060741400007923323","Production","Full-time employee","Global Delivery","Global Delivery","1454284800000000","","true","1449750266000000","1719727272244000"
"14039","8350495731279680147798668438017284195186551","4000741400001402409","4060741400007923323","Production","Maternity leave","Experience Engineering","Digital Engagement","1646092800000000","","true","1645430700000000","1719727449035000"
"14040","0944997630919641379873811275015515566","4000741400001402409","4060741400007923323","Production","Full-time employee","Experience Engineering","Digital Engagement","1518998400000000","","true","1518448338000000","1719727532810000"
