"_offset","employee_id","job_function_id","primary_skill_id","production_category","employment_status","org_category","org_category_type","work_start_micros","work_end_micros","is_active","_created_micros","_updated_micros"
"13746","957196376738074746787276533466015273571","4060741400007382351","4060741400007923323","Production","Full-time employee","Global Delivery","Global Delivery","1599436800000000","","true","1598969100000000","1713005267573000"
"13747","99665683859863693332031649011668090736","4060741400010084401","4060741400050999655","Production","Full-time employee","Cloud Run","Cloud","1601510400000000","","true","1599566719000000","1713005285080000"
"13748","989134901192703638436751620327141499690","1013","4060741400007923359","Production","Full-time employee","Cloud AppEng","Cloud","1602806400000000","","true","1600957500000000","1713005335858000"
"13749","6911746365575276865546874699486248150940","4000741400001402409","4060741400007923323","Production","Full-time employee","Experience Engineering","Digital Engagement","1600992000000000","","true","1600959000000000","1713005335933000"
"13750","2162562506488355754898526319047643490930260","4060741400007151466","7770000000000131092","Production","Full-time employee","Data Analytics","Data","1602547200000000","","true","1601279100000000","1713005339015000"
"13751","66501579576720845813801745111207097139461","1013","4060741400007923359","Production","Full-time employee","Global Delivery","Global Delivery","1607040000000000","","true","1605731400000000","1713005496398000"
"13752","784237482768038016812018344772708575723","4000741400001402409","4060741400007923323","Production","Full-time employee","Global Delivery","Global Delivery","1609718400000000","","true","1608283500000000","1713005577971000"
"13753","83654297968375702062721018980223781309170","4000741400001402419","4060741400007923318","Production","Maternity leave","Global Delivery","Global Delivery","1622505600000000","","true","1618509300000000","1713005718751000"
"13754","576481281213166766155785562491788499888326280","1012","4060741400007923366","Production","Full-time employee","Experience Engineering","Digital Engagement","1623801600000000","","true","1623766204000000","1713005838733000"
"13755","43506485351150736997635036699867367912213522","4060741400034237214","4060741400034944001","Production","Full-time employee","Global Delivery","Global Delivery","1641168000000000","","true","1639638900000000","1713006130557000"
"13756","7333469260764742093304081382266760205952991405","4060741400007382362","4060741400049417778","Production","Full-time employee","Strategy & Design","Digital Engagement","1651363200000000","","true","1649336103000000","1713006306221000"
"13757","42793556905201118991608666195624138696","1013","4060741400007923323","Production","Full-time employee","Experience Engineering","Digital Engagement","1650240000000000","","true","1649437800000000","1713006308374000"
"13758","8192768408600863606234610598859300654363461","4060741400005179325","7770000000000169925","Production","Full-time employee","Digital Marketing","Digital Engagement","1654041600000000","1713484800000000","true","1654041600000000","1713006384999000"
"13759","3498873616786522524665164650284012633","4000741400001402409","4060741400007923316","Production","Full-time employee","Experience Engineering","Digital Engagement","1666569600000000","","true","1664571325000000","1713006472480000"
"13760","9657196501067481040859791307305811826688925","4000741400001402398","4060741400397044254","Production","Full-time employee","Testing","Quality Engineering","1626048000000000","","true","1620224626000000","1713006689990000"
"13761","0750799649912425571550314729224129205138515","1012","7770000000002524013","Production","Full-time employee","Global Delivery","Global Delivery","1621555200000000","","true","1612537843000000","1713006719205000"
"13762","719464568522187918822842541028204843277","4060741400376470170","4060741400331163531","Production","Full-time employee","Testing","Quality Engineering","1643673600000000","","true","1643357430000000","1713006730487000"
"13763","97991193513517427484278465538155184693584","4000741400001402404","4060741400007923318","Production","Full-time employee","Global Delivery","Global Delivery","1627257600000000","","true","1627017900000000","1713006843974000"
"13764","256202977646892525798181750939194020528244","1013","4060741400007923323","Production","Full-time employee","Global Delivery","Global Delivery","1625616000000000","","true","1623934200000000","1713007329924000"
"13765","025879881736793131804331031919316485","4000741400001402409","4060741400007923308","Production","Full-time employee","Global Delivery","Global Delivery","1625443200000000","","true","1624890300000000","1713007409258000"
"13766","486534881950173577165939184321832253832","1013","4060741400007923308","Production","Full-time employee","Global Delivery","Global Delivery","1630281600000000","","true","1629189600000000","1713007491273000"
"13767","402596190763774431392259628054067092077817017682","1012","4060741400037639173","Production","Full-time employee","Experience Engineering","Digital Engagement","1643673600000000","","true","1643615401000000","1713008095914000"
"13768","46942722799874011500484986675725003782671","4060741400007382352","4060741400007923331","Production","Full-time employee","Enterprise Apps","Intelligent Enterprise","1647216000000000","","true","1646469346000000","1713008145606000"
"13769","01189569809779879195681428101400897360407","1013","4060741400007923316","Production","Full-time employee","Global Delivery","Global Delivery","1657497600000000","","true","1657008300000000","1713008233206000"
"13770","7881380849698092079386412962775564697636","4000741400001402409","4060741400007923323","Production","Full-time employee","Global Delivery","Global Delivery","1651449600000000","","true","1651043700000000","1713008277960000"
"13771","1002306919781979099775055026714827343982","4060741400326561494","4060741400358394831","Non-production","Full-time employee","CFO Office","General and Administrative","1665532800000000","","true","1665154200000000","1713008508605000"
"13772","82914639329560419228504413388443575731620229","4000741400001402409","4060741400007923322","Production","Full-time employee","Global Delivery","Global Delivery","1713744000000000","","false","1712964102347000","1713008516178000"
"13773","4684344828008275660118792836046125251690372","1013","4060741400009156249","Production","Full-time employee","Cloud SysEng","Cloud","1709510400000000","","true","1709289232463000","1713008698422000"
"13774","520598552220720091448253328108599234910","1013","4060741400007923344","Production","Full-time employee","Global Delivery","Global Delivery","1713139200000000","","false","1712188351220000","1713008793555000"
"13775","261714134504270301285142425742918058605066","4060741400007382360","4060741400358394831","Production","Full-time employee","Data Analytics","Data","1709510400000000","","true","1707221875717000","1713008798706000"
"13776","54712826948161263555565817786315943370","1013","7770000000000116864","Production","Subcontractor","Global Delivery","Global Delivery","1713139200000000","","false","1712919767864000","1713008815273000"
"13777","5113982240189449998878823658638554702963","4060741400007382360","7770000000000142982","Production","Full-time employee","Data Analytics","Data","1713139200000000","","false","1712837768435000","1713008815768000"
"13778","1547766724348410239049181587269503944493","4060741400005179326","7770000000000169925","Production","Full-time employee","Cloud AppEng","Cloud","1582502400000000","","true","1581931500000000","1713173748168000"
"13779","1341811096461818557419567573079815161","1012","7770000000000116864","Production","Full-time employee","Global Delivery","Global Delivery","1626652800000000","","true","1623110400000000","1713177367925000"
"13780","9614958291563449805726811755604126993814434","4060741400309298943","4060741400007923380","Production","Subcontractor","Enterprise Apps","Intelligent Enterprise","1703030400000000","1714435200000000","true","1703030400000000","1713192047754000"
"13781","3532526419626772005489829094709415798364967591","4060741400376470172","4060741400321690541","Production","Full-time employee","Testing","Quality Engineering","1561939200000000","","true","1556975143000000","1713255374939000"
"13782","8438749211258031393567167125178422","1013","4060741400009156249","Production","Full-time employee","Cloud SysEng","Cloud","1713312000000000","","false","1713264108979000","1713264789710000"
"13783","1002306919781979099775055026714827343982","4060741400326561494","4060741400358394831","Non-production","Full-time employee","CFO Office","General and Administrative","1665532800000000","1714435200000000","true","1665154200000000","1713273364934000"
"13784","6911746365575276865546874699486248150940","4000741400001402409","4060741400007923323","Production","Full-time employee","Global Delivery","Global Delivery","1600992000000000","","true","1600959000000000","1713279234342000"
"13785","402596190763774431392259628054067092077817017682","1012","4060741400037639173","Production","Full-time employee","Experience Engineering","Digital Engagement","1643673600000000","1738281600000000","true","1643615401000000","1713281469336000"
"13786","1030049900730863369139907344259886843344254783","1013","4060741400007923322","Production","Full-time employee","Global Delivery","Global Delivery","1622419200000000","1713830400000000","true","1622193602000000","1713422051599000"
"13787","0025243221684408411528598727484526057059","4000741400001402409","7770000000000115524","Production","Full-time employee","Data Analytics","Data","1713744000000000","","false","1713428823287000","1713429184982000"
"13788","721847931986506022410016551498881399","4000741400001402409","7770000000002739663","Production","Full-time employee","Salesforce","Digital Engagement","1713744000000000","","false","1713429004337000","1713429185050000"
"13789","59890362576607805768162972545167727689016","4060741400005179327","7770000000000169925","Production","Full-time employee","Global Delivery","Global Delivery","1648425600000000","","true","1648425600000000","1713433445567000"
"13790","707067002173946450169737717562916789847169984","4060741400005179325","7770000000000169925","Production","Full-time employee","Cloud SysEng","Cloud","1668384000000000","","true","1665646200000000","1713441852970000"
"13791","1554034928615194535014262986344749687","4060741400335633826","4060741400375569062","Production","Full-time employee","Salesforce","Digital Engagement","1617321600000000","1713744000000000","true","1617321600000000","1713444251797000"
"13792","941228336896868567206339003279335137911","1013","4060741400007923323","Production","Full-time employee","Experience Engineering","Digital Engagement","1649116800000000","","true","1648564200000000","1713447425366000"
"13793","54885680978867080764333227070021112417161380","1013","4060741400007923322","Production","Full-time employee","Global Delivery","Global Delivery","1613952000000000","","true","1612556100000000","1713506904375000"
"13794","270851748993752556840250841493618722","4060741400034466975","4060741400034944001","Non-production","Full-time employee","Global Business","Sales","1640995200000000","","true","1638957000000000","1713507251351000"
"13795","994039076086932406867625352555977692028172","4060741400010086938","7770000000000159415","Production","Full-time employee","Intelligent Automation","Intelligent Enterprise","1544572800000000","","true","1544427000000000","1713516547719000"
"13796","183182813602550631374129089960176","4060741400010084400","4060741400007923325","Production","Full-time employee","Cloud SysEng","Cloud","1646784000000000","","true","1646747100000000","1713875209371000"
"13797","941228336896868567206339003279335137911","1013","4060741400335399351","Production","Full-time employee","Experience Engineering","Digital Engagement","1649116800000000","","true","1648564200000000","1713885578181000"
"13798","677181817227227250310476771452784987724760","4000741400001402409","4060741400037639173","Production","Full-time employee","Digital Marketing","Digital Engagement","1690156800000000","","true","1689936910831000","1713923320911000"
"13799","4806267331585860595477722737967245849","1013","4060741400037639173","Production","Full-time employee","Digital Marketing","Digital Engagement","1657238400000000","","true","1657183801000000","1714015392833000"
"13800","549827379639714662501717533793365995","4000741400001402375","4060741400359009925","Production","Full-time employee","Global Delivery","Global Delivery","1638316800000000","","true","1637665500000000","1714067949363000"
"13801","9460258471845983572098795039649335728234618","4060741400007382360","7770000000000142982","Production","Full-time employee","Data Analytics","Data","1642982400000000","","true","1642706728000000","1714068123056000"
"13802","68682486724510103194831738449356624048","4060741400007382353","4060741400007923331","Production","Full-time employee","Cloud AppEng","Cloud","957225600000000","","true","957225600000000","1714125922805000"
"13803","6838623808133010305167683118743403828130065","4000741400001402409","4060741400007923323","Production","Full-time employee","Experience Engineering","Digital Engagement","1714348800000000","","false","1714130541773000","1714131242773000"
"13804","559388496804297743470407218905238267509559008","1013","4060741400007923359","Production","Full-time employee","Cloud AppEng","Cloud","1684972800000000","","true","1684728304345000","1714194916598000"
"13805","58660650674178596034566164419137526554560","4060741400010086938","7770000000000159415","Production","Full-time employee","Cloud SysEng","Cloud","1420416000000000","","true","1420416000000000","1714195032407000"
"13806","531911763726959325047002274675700976918498380","1013","4060741400378686793","Production","Full-time employee","Data Analytics","Data","1646784000000000","","true","1646743202000000","1714195081797000"
"13807","17305465443356694300426424508935297453670","1013","4060741400375569062","Production","Full-time employee","Salesforce","Digital Engagement","1714608000000000","","false","1714373046633000","1714374743845000"
"13808","467201338683157547147866091770081653055486224","1013","4060741400007923323","Production","Full-time employee","Experience Engineering","Digital Engagement","1444608000000000","","true","1444608000000000","1714399728666000"
"13809","403326699061227049221729780908536467107496","8050000000000001490","7770000000000277666","Production","Full-time employee","Global Delivery","Global Delivery","1451865600000000","","true","1451426425000000","1714399773323000"
"13810","46364105045567951709443106014031091908201809","4060741400034237216","4060741400034944001","Production","Subcontractor","Intelligent Automation","Intelligent Enterprise","1483315200000000","","true","1483315200000000","1714399894314000"
"13811","12247732481661956533545719824956827322681324164","4060741400005179325","4060741400378686796","Production","Full-time employee","Data Analytics","Data","1512086400000000","","true","1511785460000000","1714399949089000"
"13812","165762030922263091219834056356223702483","8050000000000000126","4060741400007931772","Production","Full-time employee","Mobility","Digital Engagement","1545004800000000","","true","1543935000000000","1714400016834000"
"13813","1464623102593063586752184232808100048","4060741400010086939","4060741400034944001","Production","Full-time employee","Global Delivery","Global Delivery","1638316800000000","","true","1638316800000000","1714400061197000"
"13814","7330592182945974379669162287659100294","4060741400005179326","7770000000000116063","Production","Full-time employee","Salesforce","Digital Engagement","1697155200000000","","true","1696275848313000","1714400144322000"
"13815","6132545185601416415946654053878405430482178","8050000000000001490","7770000000000291815","Production","Full-time employee","Security","Security","1625097600000000","","true","1624024202000000","1714400275374000"
"13816","4635036863000768430480862771007","4060741400007151466","4060741400049417778","Production","Full-time employee","Data Analytics","Data","1606089600000000","","true","1605013800000000","1714400317305000"
"13817","55654081809192491803233236210618678716","4060741400301107717","4060741400007923361","Production","Full-time employee","Global Delivery","Global Delivery","1623024000000000","","true","1622619900000000","1714400399233000"
"13818","0750799649912425571550314729224129205138515","1012","7770000000002524013","Production","Full-time employee","Global Delivery","Global Delivery","1621555200000000","1714953600000000","true","1612537843000000","1714400434076000"
"13819","954789969177776014691483439150853296818231","4000741400001402409","4060741400009046535","Production","Full-time employee","Mobility","Digital Engagement","1504569600000000","","true","1504005865000000","1714400553781000"
"13820","33748930878553433895083318675869043651520535","4060741400376470171","4060741400331163531","Production","Full-time employee","Testing","Quality Engineering","1554076800000000","1715299200000000","true","1538727018000000","1714410086753000"
"13821","013603148131812307619988486454747500361083","4060741400010084400","4060741400035457637","Production","Full-time employee","Security","Security","1651622400000000","","true","1651622400000000","1714410194849000"
"13822","238529748508178175869447281107375254005","4000741400001402375","4060741400034944001","Production","Full-time employee","Dedicated Delivery","Dedicated Delivery","1219017600000000","","true","1219017600000000","1714410260356000"
"13823","03521524217862405522901834876145696","4000741400001402409","7770000000002524013","Production","Full-time employee","Cloud AppEng","Cloud","1627862400000000","1714521600000000","true","1627564500000000","1714411082421000"
"13824","7045383413358895251970665886348015234636","4060741400009609048","4060741400034944001","Production","Full-time employee","Strategy & Design","Digital Engagement","1631491200000000","","true","1631021700000000","1714411099053000"
"13825","22995083198319285812057626175066883","1013","4060741400007923316","Production","Full-time employee","Global Delivery","Global Delivery","1621209600000000","","true","1620911101000000","1714411265456000"
"13826","308473196827411622036505163204717984322","4060741400010084400","4060741400007923349","Production","Full-time employee","Cloud SysEng","Cloud","1637539200000000","","true","1637331340000000","1714411444866000"
"13827","470676799909496473182361778201770508930","1013","4060741400378686793","Production","Full-time employee","Data Analytics","Data","1646092800000000","","true","1645522235000000","1714411457666000"
"13828","36898102263755226269912929986823517985036127893","4000741400001402409","4060741400007923316","Production","Full-time employee","Global Delivery","Global Delivery","1466380800000000","","true","1466380800000000","1714412427627000"
"13829","291627683245678698213776216877742817303","4000741400001402409","4060741400009046535","Production","Full-time employee","Mobility","Digital Engagement","1515974400000000","","true","1514361622000000","1714412461323000"
"13830","4932251636095790764563501497424078576534505","1012","4060741400007923322","Production","Full-time employee","Dedicated Delivery","Dedicated Delivery","1631145600000000","1715299200000000","true","1630653600000000","1714412695997000"
"13831","53422607367229041150576010607889763776823262","4060741400007382351","4060741400042739253","Production","Full-time employee","Global Delivery","Global Delivery","1161734400000000","","true","1161734400000000","1714412721662000"
"13832","08305783923397396115763786408481553536","4000741400001402410","4060741400007923331","Production","Full-time employee","Strategy & Design","Digital Engagement","1410307200000000","","true","1410307200000000","1714412859095000"
"13833","80282663288866800107989242725855899","4060741400005179325","7770000000000169925","Production","Full-time employee","Global Delivery","Global Delivery","1495411200000000","","true","1493882656000000","1714412971969000"
"13834","3957710349592953872593174519749282483363720","4060741400010084400","4060741400035457637","Production","Full-time employee","Security","Security","1625097600000000","","true","1619015132000000","1714413245930000"
"13835","49895195492433775144837205113629457665464308","1012","4060741400009156249","Production","Full-time employee","Global Delivery","Global Delivery","1658275200000000","","true","1657446300000000","1714413520989000"
"13836","6792251098483888213180102563864988553","4000741400001402375","4060741400034944001","Production","Full-time employee","Strategy & Design","Digital Engagement","1641254400000000","","true","1639498802000000","1714413554103000"
"13837","573905768281045390481612015322335576","4060741400010084399","4060741400335399357","Production","Full-time employee","Cloud Run","Cloud","1659916800000000","","true","1658930415000000","1714413593332000"
"13838","56653423308327118219643721662972571065","1013","4060741400007923323","Production","Full-time employee","Experience Engineering","Digital Engagement","1538956800000000","","true","1538481904000000","1714413973386000"
"13839","44094532949973958665085166038670668579878250104558","1013","7770000000000115524","Production","Full-time employee","Data Analytics","Data","1543968000000000","","true","1542286500000000","1714414015657000"
"13840","3382878363694421296332066923538765153824","4060741400010084399","4060741400335399351","Production","Full-time employee","Cloud SysEng","Cloud","1642377600000000","","true","1633621828000000","1714414054451000"
"13841","6855666978380107821791950007674564760906","4060741400312673243","4060741400374675663","Production","Full-time employee","Security","Security","1701648000000000","","true","1701103070314000","1714414287690000"
"13842","7856871105658907420420519375975854748592517","4060741400034237215","4060741400034944001","Production","Part-time employee","Infrastructure & Operations","Infrastructure & Operations","1596240000000000","","true","1596178800000000","1714414287707000"
"13843","244638731391000300670457889090766","1013","4060741400007923339","Production","Full-time employee","Mobility","Digital Engagement","1598313600000000","","true","1597909200000000","1714414295225000"
"13844","602215777301389929376388035985210453465867469","1013","7770000000000115524","Production","Full-time employee","Data Analytics","Data","1622505600000000","","true","1622118000000000","1714414429131000"
"13845","38311367558321692765572148525209286441957528","4060741400034237215","4060741400007923331","Production","Full-time employee","Global Delivery","Global Delivery","1621814400000000","","true","1621512900000000","1714414518903000"
"13846","5113253716057626967167740134728261027266","4060741400010084399","4060741400335399351","Production","Full-time employee","Global Delivery","Global Delivery","1634256000000000","","true","1633910400000000","1714415326787000"
"13847","476164132170928673442718738527908590","4000741400001402409","4060741400007923323","Production","Full-time employee","Experience Engineering","Digital Engagement","1604275200000000","","true","1603907422000000","1714415347953000"
"13848","624073844572150119113514462936705742886026","4000741400001402409","4060741400007923322","Production","Full-time employee","Global Delivery","Global Delivery","1522627200000000","1714435200000000","true","1519971150000000","1714418523924000"
"13849","94632585195665020079050762471009556906131","4060741400010084400","4060741400335399351","Production","Full-time employee","Cloud SysEng","Cloud","1522627200000000","","true","1521709977000000","1714449523587000"
"13850","576481281213166766155785562491788499888326280","1012","4060741400007923366","Production","Full-time employee","Global Delivery","Global Delivery","1623801600000000","","true","1623766204000000","1714449817098000"
"13851","214997115113315793558486017563038129556","4060741400034237214","4060741400034944001","Production","Full-time employee","Cloud AppEng","Cloud","1475452800000000","","true","1475452800000000","1714449886331000"
"13852","94632585195665020079050762471009556906131","4060741400010084400","4060741400335399351","Production","Full-time employee","Cloud SysEng","Cloud","1522627200000000","1715299200000000","true","1521709977000000","1714461908150000"
"13853","97991193513517427484278465538155184693584","4000741400001402404","4060741400007923318","Production","Full-time employee","Dedicated Delivery","Dedicated Delivery","1627257600000000","","true","1627017900000000","1714495357208000"
"13854","9407479159204184707852916838914102677892","1013","4060741400347222901","Production","Full-time employee","Mobility","Digital Engagement","1619395200000000","","true","1619223603000000","1714499192774000"
"13855","5429353238722506394505118978597806552954","1013","4060741400007923339","Production","Full-time employee","Mobility","Digital Engagement","1588118400000000","","true","1588068300000000","1714499195508000"
