"_offset","employee_id","job_function_id","primary_skill_id","production_category","employment_status","org_category","org_category_type","work_start_micros","work_end_micros","is_active","_created_micros","_updated_micros"
"14118","291704856600104493530302964831342","4000741400001402395","4060741400007923316","Production","Full-time employee","Global Delivery","Global Delivery","1447632000000000","","true","1447632000000000","1721451023425000"
"14119","91945352064881328747712694641962517900","4060741400376470171","4060741400331163529","Production","Full-time employee","Testing","Quality Engineering","1643673600000000","","true","1642675200000000","1721451023591000"
"14120","69313625070122591139796325773655011053","1013","7770000000000115524","Production","Full-time employee","Data Analytics","Data","1575244800000000","","true","1574418033000000","1721542207557000"
"14121","3380829026337781505528278673495946113833","4000741400001402381","4060741400007923331","Production","Full-time employee","Testing","Quality Engineering","1504224000000000","","true","1497446655000000","1721542732215000"
"14122","5492250445661842299155709361321078","1013","4060741400007923316","Production","Full-time employee","Global Delivery","Global Delivery","1653868800000000","","true","1653417600000000","1721609228412000"
"14123","205973953585283380502023572277093681456794","4060741400005179325","7770000000000169925","Production","Full-time employee","Experience Engineering","Digital Engagement","1670198400000000","","true","1669972200000000","1721629563373000"
"14124","5429353238722506394505118978597806552954","1013","4060741400007923339","Production","Full-time employee","Mobility","Digital Engagement","1588118400000000","1721952000000000","true","1588068300000000","1721630035868000"
"14125","52961420865318188312940641633735462995","4000741400001402409","4060741400007923339","Production","Full-time employee","Mobility","Digital Engagement","1680480000000000","","true","1680259802844000","1721630040008000"
"14126","3942245031181438601307037798967922500527","1013","4060741400390384714","Production","Full-time employee","Mobility","Digital Engagement","1651708800000000","","true","1651657500000000","1721630040246000"
"14127","802012967496677160681074757374390613234","1013","4060741400009046535","Production","Full-time employee","Mobility","Digital Engagement","1577664000000000","","true","1577664000000000","1721630041239000"
"14128","2123324272684414806199569749964267403727693","4000741400001402409","7770000000000115522","Production","Full-time employee","Data Analytics","Data","1676851200000000","","true","1676459100000000","1721630937633000"
"14129","20703086801950610046713697047826577370319343","4060741400005179326","4060741400375569062","Production","Full-time employee","Salesforce","Digital Engagement","1617321600000000","1721606400000000","true","1617321600000000","1721670401395000"
"14130","75758358701559069920166092569216564638714960625","4000741400001402409","4060741400007923323","Production","Full-time employee","Experience Engineering","Digital Engagement","1696809600000000","","true","1696809600000000","1721683275424000"
"14131","70985523924123710037316308901429933548","4000741400001402409","4060741400007923323","Production","Full-time employee","Global Delivery","Global Delivery","1509494400000000","","true","1508400022000000","1721739251862000"
"14132","797685696123882395431884570125693","1013","4060741400007923359","Production","Full-time employee","Cloud AppEng","Cloud","1536537600000000","","true","1536154200000000","1721785651744000"
"14133","630615919039515798160789496082752921278486633","4060741400309298943","4060741400375569062","Production","Full-time employee","Salesforce","Digital Engagement","1575849600000000","","true","1575637504000000","1721803022586000"
"14134","53024541697706069392844794770640383465667","4060741400007382351","4060741400007923323","Production","Full-time employee","Experience Engineering","Digital Engagement","1567555200000000","","true","1558425000000000","1721830254480000"
"14135","46290760220457704094245923799757714310311","1013","4060741400007923323","Production","Full-time employee","Digital Marketing","Digital Engagement","1509408000000000","","true","1508338817000000","1721830273467000"
"14136","46290760220457704094245923799757714310311","1013","4060741400007923323","Production","Full-time employee","Digital Marketing","Digital Engagement","1509408000000000","1721865600000000","true","1508338817000000","1721862898613000"
"14137","728815948653710193368478479209856199578303128649","4000741400001402381","4060741400007923331","Production","Full-time employee","Testing","Quality Engineering","1443657600000000","","true","1443422185000000","1721880403845000"
"14138","802012967496677160681074757374390613234","1013","4060741400009046535","Production","Full-time employee","Experience Engineering","Digital Engagement","1577664000000000","","true","1577664000000000","1721892848881000"
"14139","7845466646024090786323016569669516442852862","4060741400007151466","4060741400378686793","Production","Full-time employee","Global Delivery","Global Delivery","1660694400000000","","true","1660565400000000","1721893068812000"
"14140","34728602626411107649186307413313841605","1013","4060741400007923316","Production","Full-time employee","Global Delivery","Global Delivery","1652659200000000","1722556800000000","true","1651599001000000","1721936991067000"
"14141","452380611864371511104647182352439891148067151","1013","4060741400007923316","Production","Full-time employee","Global Delivery","Global Delivery","1722470400000000","","false","1721977074124000","1721977980216000"
"14142","2015358703338905274772761722192165849","4060741400007151466","4060741400037637413","Production","Full-time employee","Data Analytics","Data","1666569600000000","1724284800000000","true","1666105213000000","1721986669313000"
"14143","3942245031181438601307037798967922500527","1013","4060741400390384714","Production","Full-time employee","Experience Engineering","Digital Engagement","1651708800000000","","true","1651657500000000","1722071431420000"
"14144","843461132528656027189066301731472216437344","1013","4060741400347222901","Production","Full-time employee","Mobility","Digital Engagement","1607299200000000","1722384000000000","true","1598918400000000","1722072395108000"
"14145","721487304684342193176577802346254839982","4060741400309298944","4060741400007923390","Production","Full-time employee","Enterprise Apps","Intelligent Enterprise","1658188800000000","1722384000000000","true","1657617301000000","1722076274308000"
"14146","61370274751067428456290246953393976073249","1013","4060741400007923322","Production","Full-time employee","Global Delivery","Global Delivery","1675209600000000","","true","1674729001000000","1722155605337000"
"14147","61862284589117006617212170500650181172","1012","4060741400007923323","Production","Full-time employee","Experience Engineering","Digital Engagement","1627862400000000","","true","1627651800000000","1722170156930000"
"14148","0766600701120778425976340574427143631789698","1012","4060741400007923323","Production","Full-time employee","Experience Engineering","Digital Engagement","1642377600000000","","true","1636708800000000","1722181223374000"
"14149","767563244032269754704992210212802508455","4000741400001402379","4060741400370577302","Production","Full-time employee","Testing","Quality Engineering","1572566400000000","","true","1572425700000000","1722233506015000"
"14150","275573148216956253427447627956645601513","4060741400376470171","4060741400321690541","Production","Full-time employee","Testing","Quality Engineering","1633046400000000","1722556800000000","true","1632304200000000","1722237231437000"
"14151","374690065846580127803372267983875884059446","1013","4060741400378686793","Production","Subcontractor","Data Analytics","Data","1719792000000000","","true","1719413343046000","1722251582119000"
"14152","52961420865318188312940641633735462995","4000741400001402409","4060741400007923339","Production","Full-time employee","Experience Engineering","Digital Engagement","1680480000000000","","true","1680259802844000","1722312421484000"
"14153","932762576992894929610385810693259705","4000741400001402409","4060741400375569062","Production","Subcontractor","Dedicated Delivery","Dedicated Delivery","1722470400000000","","false","1720765431495000","1722394752564000"
"14154","9407479159204184707852916838914102677892","4000741400001402409","4060741400347222901","Production","Full-time employee","Experience Engineering","Digital Engagement","1619395200000000","","true","1619223603000000","1722395671569000"
"14155","1391698835121295857996271387564977880755","1013","4060741400007923323","Production","Full-time employee","Experience Engineering","Digital Engagement","1460937600000000","1722384000000000","true","1460937600000000","1722439433060000"
