"_offset","employee_id","job_function_id","primary_skill_id","production_category","employment_status","org_category","org_category_type","work_start_micros","work_end_micros","is_active","_created_micros","_updated_micros"
"14508","565762777610744789371421460291953995285015958619","4060741400036269806","4060741400015946691","Non-production","Full-time employee","Talent Acquisition","General and Administrative","1731369600000000","","false","1730415009765000","1731283302220000"
"14509","2566757795838989991409037001673736297952","4060741400036269806","4060741400015946691","Non-production","Full-time employee","Talent Acquisition","General and Administrative","1731369600000000","","false","1730304600285000","1731283321109000"
"14510","7079137161154937247902962084625972972803470","4000741400001402409","4060741400007923316","Production","Full-time employee","Cloud Run","Cloud","1689552000000000","","true","1689330305680000","1731291803262000"
"14511","4616477899621202139207475592591981513","4060741400010084401","4060741400007923354","Production","Full-time employee","Cloud SysEng","Cloud","1617926400000000","","true","1617873302000000","1731332290150000"
"14512","2726468781442850486967673562988735357984","1013","4060741400007923316","Production","Full-time employee","Data Analytics","Data","1630454400000000","","true","1630419000000000","1731337377391000"
"14513","36898102263755226269912929986823517985036127893","4000741400001402409","4060741400007923316","Production","Full-time employee","Cloud Run","Cloud","1466380800000000","","true","1466380800000000","1731357051909000"
"14514","8118940302363406938642530277498466359250021","4000741400001402409","4060741400007923316","Production","Full-time employee","Global Delivery","Global Delivery","1635724800000000","","true","1635517837000000","1731426850829000"
"14515","37266854169178557359982696805515253","4000741400001402409","4060741400007923423","Production","Full-time employee","API & Integration","Intelligent Enterprise","1622419200000000","1731369600000000","true","1621365600000000","1731440582375000"
"14516","48664563295020872277770765965695671917874","1013","4060741400009046535","Production","Full-time employee","Mobility","Digital Engagement","1648771200000000","1731369600000000","true","1648200300000000","1731442431863000"
"14517","16789779897466884777167599013719855043","1013","4060741400378686793","Production","Full-time employee","Data Analytics","Data","1609113600000000","","true","1608818100000000","1731479157454000"
"14518","57748068773315674647624214109741517402093","4060741400010084400","7770000000000116483","Production","Full-time employee","Security","Security","1669852800000000","","true","1669208700000000","1731527286177000"
"14519","2065867643085383591108303144136375216340888","4060741400010084401","4060741400007923354","Production","Full-time employee","Cloud SysEng","Cloud","1643673600000000","1731628800000000","true","1643091992000000","1731583508235000"
"14520","5796531748006671689966944209553243533713516","1013","4060741400007923323","Production","Full-time employee","Experience Engineering","Digital Engagement","1583971200000000","","true","1583320800000000","1731587148605000"
"14521","0992619627278565604820749283895758300857632","4060741400376470171","4060741400331163529","Production","Full-time employee","Testing","Quality Engineering","1548979200000000","","true","1533636993000000","1731587907673000"
"14522","60039332133722058362801005579113296293850","1013","7770000000000115524","Production","Full-time employee","Data Analytics","Data","1625788800000000","1731542400000000","true","1625643600000000","1731615189109000"
"14523","9194088216198341524602096002217317657391","4060741400005179325","7770000000000169925","Non-production","Full-time employee","Solution Practice Office","Sales","1607904000000000","","true","1607020500000000","1731735136598000"
"14524","3532526419626772005489829094709415798364967591","4060741400376470172","4060741400321690541","Production","Extended leave","Testing","Quality Engineering","1561939200000000","","true","1556975143000000","1731735144389000"
"14525","9256517203757204716346971192048453292133737","4060741400007382360","4060741400378686797","Production","Full-time employee","Data Analytics","Data","1612742400000000","","true","1612430700000000","1731735145743000"
"14526","2826045019223090351543121653220195159207155308141","4060741400335633826","4060741400035567026","Production","Full-time employee","Strategy & Design","Digital Engagement","1627862400000000","","true","1627862400000000","1731735145876000"
"14527","793009198301412967456762899983872212505731802","4060741400007151463","7770000000000129674","Production","Full-time employee","Strategy & Design","Digital Engagement","1707696000000000","","true","1707301728529000","1731735146858000"
"14528","53322099662335881839145234588887552111908450","4060741400007382353","4060741400034944001","Production","Subcontractor","Global Delivery","Global Delivery","1617235200000000","","true","1611583800000000","1731735147975000"
"14529","758422322442049310980968422372517789631743","4000741400001402409","4060741400007923322","Production","Full-time employee","Intelligent Automation","Intelligent Enterprise","1540166400000000","","true","1539849317000000","1731735149119000"
"14530","29103290401962092157947380000834775486172945","4060741400309298944","4060741400007923390","Production","Full-time employee","Enterprise Apps","Intelligent Enterprise","1208736000000000","","true","1208416839000000","1731735149519000"
"14531","20286424051440378849408976730719295","1013","4060741400009046535","Production","Full-time employee","Global Delivery","Global Delivery","1643673600000000","1733184000000000","true","1643673600000000","1731735153071000"
"14532","386731451548759807530599212720949313","4060741400010084400","4060741400305564679","Production","Full-time employee","Cloud Run","Cloud","1338508800000000","","true","1337953701000000","1731735156872000"
"14533","9215778087383266574161479272260239364185","1013","4060741400007923322","Production","Subcontractor","Global Delivery","Global Delivery","1609718400000000","","true","1608304500000000","1731735159050000"
"14534","61402013953153319111387159430401376985667984500","4060741400309298944","4060741400007923376","Production","Full-time employee","Enterprise Apps","Intelligent Enterprise","1643673600000000","","true","1643293801000000","1731735161066000"
"14535","48362336706740754385608587721784388176","1013","4060741400378686793","Production","Full-time employee","Data Analytics","Data","1618185600000000","","true","1617875424000000","1731735162956000"
"14536","08870719306190644187499314998839901144154","1012","7770000000000115524","Production","Full-time employee","Data Analytics","Data","1617235200000000","","true","1604929800000000","1731735162956000"
"14537","6602108584786304281356637476828593","4060741400010084401","4060741400007923325","Production","Full-time employee","Cloud SysEng","Cloud","1635984000000000","","true","1635259844000000","1731759465295000"
"14538","5100305822497750995508153314570946215312445","4060741400034237214","4060741400034944001","Production","Full-time employee","Global Delivery","Global Delivery","1636502400000000","","true","1636140300000000","1731932051315000"
"14539","599622371813309114960244787214067043551455","4060741400309298944","4060741400007923376","Production","Full-time employee","Enterprise Apps","Intelligent Enterprise","1525651200000000","","true","1524213600000000","1731936109989000"
"14540","280039326070498691440686220190289343520718","4060741400376470172","4060741400331163529","Production","Full-time employee","Testing","Quality Engineering","1561939200000000","","true","1561466700000000","1731936747036000"
"14541","8234239766760115761380194827484560030298895","1013","7770000000000115524","Production","Full-time employee","Data Analytics","Data","1471219200000000","","true","1455621862000000","1731936834171000"
"14542","1724223428397744608436954972658095264060138702","1012","7770000000000116864","Production","Full-time employee","Global Delivery","Global Delivery","1707696000000000","","true","1699445039839000","1731944528804000"
"14543","56937990147061434080819004840","4060741400005179325","7770000000000169925","Production","Full-time employee","Cloud SysEng","Cloud","1731974400000000","","false","1731401268380000","1731967316686000"
"14544","4555279789126132374044871961577","4000741400001402404","4060741400007923318","Production","Full-time employee","Global Delivery","Global Delivery","1626652800000000","","true","1626274200000000","1731988441813000"
"14545","0982087247130451755811983567506292315085","4000741400001402409","4060741400007923316","Production","Full-time employee","Global Delivery","Global Delivery","1607904000000000","","true","1607087701000000","1731998900820000"
"14546","92835248114095995050633597254186500604","4000741400001402409","4060741400007923323","Production","Full-time employee","Commerce","Digital Engagement","1606780800000000","","true","1606288800000000","1732049205533000"
"14547","88199744779004513160429099501315850744215329","4000741400001402404","4060741400007923318","Production","Full-time employee","Global Delivery","Global Delivery","1627862400000000","","true","1626949200000000","1732061971574000"
"14548","56937990147061434080819004840","4060741400005179325","7770000000000169925","Production","Full-time employee","Cloud SysEng","Cloud","1731974400000000","","true","1731401268380000","1732064939082000"
"14549","57734139447265414794278215819421363810","4060741400007382361","4060741400358394831","Production","Full-time employee","Consulting","Consulting","1689724800000000","","true","1689676526345000","1732082221054000"
"14550","63770675870597188016722871111801386148656","1012","4060741400007923359","Production","Full-time employee","Cloud AppEng","Cloud","1692576000000000","","true","1692202801198000","1732124704625000"
"14551","53322099662335881839145234588887552111908450","4060741400007382353","4060741400034944001","Production","Subcontractor","Global Delivery","Global Delivery","1617235200000000","1732233600000000","true","1611583800000000","1732198690359000"
"14552","51359153499188607828312792101180026662884","1013","4060741400007923322","Production","Full-time employee","Global Delivery","Global Delivery","1641340800000000","1732147200000000","true","1640684700000000","1732219988475000"
"14553","03124604718286338202395462179386555298485","4060741400005179327","7770000000000169925","Production","Full-time employee","Enterprise Apps","Intelligent Enterprise","1663200000000000","","true","1661325600000000","1732233740979000"
"14554","702155411781835810762624972108127659442","1013","7770000000000115522","Production","Full-time employee","Data Analytics","Data","1607904000000000","","true","1607397900000000","1732233744134000"
"14555","2210589163174429827145856480672896","4060741400010084401","4060741400007923349","Production","Full-time employee","Cloud SysEng","Cloud","1647216000000000","1732838400000000","true","1646751300000000","1732352094903000"
"14556","936721189407784299716712370540400","1013","7770000000000115522","Production","Full-time employee","Data Analytics","Data","1647216000000000","","true","1646753100000000","1732352094912000"
"14557","73002904365696943302468870253757724281","4000741400001402381","4060741400007923331","Production","Full-time employee","Global Delivery","Global Delivery","1642636800000000","","true","1642406400000000","1732436150806000"
"14558","20554746212170792296172022056343330354354","4000741400001402409","4060741400007923322","Production","Full-time employee","Global Delivery","Global Delivery","1707696000000000","","true","1707499441891000","1732436439313000"
"14559","41970063150798870325838340132800880848934","1013","4060741400007923316","Production","Full-time employee","Global Delivery","Global Delivery","1596412800000000","","true","1576528500000000","1732447182022000"
"14560","58273685525615415058680523600679587","1013","4060741400007923316","Production","Full-time employee","Global Delivery","Global Delivery","1574640000000000","","true","1574334600000000","1732485209389000"
"14561","82912785844877968169032468039186960963","4000741400001402409","4060741400007923322","Production","Full-time employee","Global Delivery","Global Delivery","1568592000000000","","true","1568453164000000","1732488918873000"
"14562","583570633190428328473945636354257472738","1013","4060741400021480842","Production","Full-time employee","Experience Engineering","Digital Engagement","1647820800000000","","true","1647820800000000","1732532151443000"
"14563","984579567817719096838127483206337029240854355402689","1012","7770000000000165982","Production","Full-time employee","Intelligent Automation","Intelligent Enterprise","1391731200000000","","true","1391731200000000","1732537553391000"
"14564","3020570778158750109515580023159258411","4060741400311610516","4060741400007923367","Production","Full-time employee","Strategy & Design","Digital Engagement","1540166400000000","","true","1539784800000000","1732634901736000"
"14565","6566214953577697811202317294715381178","1013","4060741400007923322","Production","Full-time employee","Global Delivery","Global Delivery","1612742400000000","","true","1611781200000000","1732665112740000"
"14566","634799013777663871444554529962860251769","4000741400001402419","4060741400007923318","Production","Full-time employee","Post-Acquisition Integration","Post-Acquisition Integration","1709856000000000","","true","1709856000000000","1732665951115000"
"14567","85470879079351821836299311948379680640206","4000741400001402409","4060741400009046535","Production","Full-time employee","Global Delivery","Global Delivery","1317600000000000","1732665600000000","true","1313759117000000","1732704347926000"
"14568","20554746212170792296172022056343330354354","4000741400001402409","4060741400007923322","Production","Full-time employee","Testing","Quality Engineering","1707696000000000","","true","1707499441891000","1732707187351000"
"14569","8411982648397624444645162594577724283","1013","4060741400007923353","Production","Full-time employee","Global Delivery","Global Delivery","1500595200000000","","true","1495183695000000","1732712030538000"
"14570","483029143830625434361399307809678213958","1012","4060741400007923322","Production","Full-time employee","Global Delivery","Global Delivery","1664755200000000","","true","1654614001000000","1732720292800000"
"14571","6602108584786304281356637476828593","4060741400010084401","4060741400007923325","Production","Full-time employee","Cloud SysEng","Cloud","1635984000000000","1733184000000000","true","1635259844000000","1732809355166000"
"14572","119187606997392033518958054606514674433726140","1013","4060741400007923316","Production","Full-time employee","Global Delivery","Global Delivery","1601856000000000","","true","1601372400000000","1732814581284000"
"14573","90121622314214994608312116001624183741998856","8050000000000001490","7770000000000285198","Production","Full-time employee","Enterprise Apps","Intelligent Enterprise","1606867200000000","1732752000000000","true","1606734900000000","1732831980560000"
"14574","69674798387167411435945005923","1013","4060741400007923316","Production","Full-time employee","Global Delivery","Global Delivery","1659312000000000","","true","1658939100000000","1732877051087000"
"14575","2247908863245261946159322869539119577621","1013","4060741400007923322","Production","Full-time employee","Global Delivery","Global Delivery","1660521600000000","","true","1657190100000000","1732879919138000"
"14576","4555279789126132374044871961577","4000741400001402404","4060741400007923318","Production","Full-time employee","Global Delivery","Global Delivery","1626652800000000","1732838400000000","true","1626274200000000","1732898478116000"
"14577","615151550967740116936186669514027592","4060741400005179326","7770000000000169925","Production","Full-time employee","Global Delivery","Global Delivery","1573430400000000","1732838400000000","true","1573430400000000","1732912042091000"
"14578","95930391429815102542348424906204819767","1013","4060741400007923323","Production","Full-time employee","Experience Engineering","Digital Engagement","1686700800000000","1732838400000000","true","1686570322570000","1732917908273000"
"14579","236477654061583483083902883594483168887","1012","4060741400007923322","Production","Full-time employee","Global Delivery","Global Delivery","1650844800000000","1732924800000000","true","1650445800000000","1732974162536000"
"14580","1724877892429509818120879359531310793513380","1013","4060741400007923322","Production","Full-time employee","Global Delivery","Global Delivery","1506902400000000","1732924800000000","true","1506414975000000","1733004904896000"
"14581","654569347389584773101649697252811","4000741400001402404","4060741400007923318","Production","Full-time employee","Commerce","Digital Engagement","1538956800000000","1732924800000000","true","1537967401000000","1733009805312000"
