"_offset","employee_id","job_function_id","primary_skill_id","production_category","employment_status","org_category","org_category_type","work_start_micros","work_end_micros","is_active","_created_micros","_updated_micros"
"13868","8885689457354764308420354145164922287830124764","4060741400007382362","7770000000000142983","Production","Full-time employee","Data Analytics","Data","1717372800000000","","false","1713351947819000","1715077590968000"
"13869","214490071673774209075945105656957906653757","4000741400001402409","4060741400007923339","Production","Full-time employee","Experience Engineering","Digital Engagement","1715040000000000","","true","1714988227931000","1715083734095000"
"13870","37536893451736045181620360438111471","4060741400334095791","4060741400376314387","Non-production","Extended leave","People Management","General and Administrative","1496016000000000","","true","1495696338000000","1715093991093000"
"13871","06890583323852278753584690766733131","4000741400001402409","4060741400009046535","Production","Full-time employee","Mobility","Digital Engagement","1631664000000000","","true","1631623800000000","1715162096130000"
"13872","63479268419082273084439335829242732","4060741400005179325","7770000000000169925","Production","Full-time employee","Global Delivery","Global Delivery","1329868800000000","","true","1329868800000000","1715313051336000"
"13873","723862388081140870189697892458915630495624","4000741400001402409","4060741400007923322","Production","Subcontractor","Global Delivery","Global Delivery","1642377600000000","","true","1641481800000000","1715313082461000"
"13874","354971818050793284231989443175139293862255578","1012","4060741400007923322","Production","Full-time employee","Global Delivery","Global Delivery","1633478400000000","","true","1626865500000000","1715313094538000"
"13875","758422322442049310980968422372517789631743","4000741400001402409","4060741400007923322","Production","Full-time employee","Global Delivery","Global Delivery","1540166400000000","","true","1539849317000000","1715313848020000"
"13876","50188684037153910367435730557261896","4000741400001402395","4060741400007923319","Production","Full-time employee","Global Delivery","Global Delivery","1526256000000000","","true","1525960276000000","1715313968954000"
"13877","209775116456282026433818272925699123759","4060741400309298943","4060741400007923379","Production","Full-time employee","Enterprise Apps","Intelligent Enterprise","1715817600000000","","false","1715343173392000","1715344444417000"
"13878","92507047092301326401503932839626439821","4060741400034237215","4060741400034944001","Production","Full-time employee","Global Delivery","Global Delivery","1518998400000000","","true","1517562018000000","1715597167298000"
"13879","004325367883707722171244341722912234294","1013","4060741400007923322","Production","Full-time employee","Global Delivery","Global Delivery","1655683200000000","","true","1655215232000000","1715733451428000"
"13880","719464568522187918822842541028204843277","4060741400376470170","4060741400331163531","Production","Full-time employee","Testing","Quality Engineering","1643673600000000","1715731200000000","true","1643357430000000","1715760668637000"
"13881","21643273323724397819020622013532787","1012","4060741400037639173","Production","Full-time employee","Global Delivery","Global Delivery","1656374400000000","","true","1655942700000000","1715773360512000"
"13882","328311831407207079271217831483313517731845","4060741400034237216","4060741400034944001","Production","Full-time employee","Global Delivery","Global Delivery","1717200000000000","","false","1715671147199000","1715793729273000"
"13883","14030034706566646509210295526204841629733","4000741400001402373","4060741400305564679","Production","Full-time employee","Cloud Run","Cloud","1547424000000000","","true","1545751501000000","1715904071066000"
"13884","750125357421114094713855009993665665956","4060741400010084400","4060741400335399351","Production","Full-time employee","Cloud SysEng","Cloud","1650844800000000","","true","1650683702000000","1715938955878000"
"13885","48764806475671840426240308658431764507","4000741400001402409","4060741400009046535","Production","Full-time employee","Mobility","Digital Engagement","1555891200000000","","true","1555427749000000","1715938955878000"
"13886","765787672646397502025133549448614783506","4000741400001402404","4060741400007923318","Production","Full-time employee","Commerce","Digital Engagement","1571356800000000","","true","1570899620000000","1715938955878000"
"13887","60197099704493507061682420776124433028463","8050000000000001937","4060741400051296607","Production","Full-time employee","Global Delivery","Global Delivery","1667865600000000","","true","1666996501000000","1715946153040000"
"13888","4954888486995473755427233865561207","4060741400010084400","4060741400335399357","Production","Full-time employee","Infrastructure & Operations","Infrastructure & Operations","1505692800000000","","true","1505306178000000","1715949359112000"
"13889","101816895384148308846102252715205357831567","4060741400036269806","4060741400015946691","Non-production","Part-time employee","Talent Acquisition","General and Administrative","1654041600000000","","true","1654041600000000","1716001063291000"
"13890","277037822256937706138563669637414451","4000741400001402409","7770000000000115522","Production","Full-time employee","Data Analytics","Data","1716249600000000","","false","1716131533645000","1716132840793000"
"13891","470676799909496473182361778201770508930","1013","4060741400049417778","Production","Full-time employee","Data Analytics","Data","1646092800000000","","true","1645522235000000","1716163279553000"
"13892","1594659846681583718531602429519426961345673","4060741400034237215","4060741400034944001","Production","Full-time employee","Global Delivery","Global Delivery","1610323200000000","","true","1609227300000000","1716170524756000"
"13893","524975860601229530572078919869581580793","4060741400007151467","4060741400037637413","Production","Full-time employee","Data Analytics","Data","1517270400000000","","true","1516978103000000","1716171522401000"
"13894","7561196580818558539859515151751587629691278","1012","4060741400007923323","Production","Full-time employee","Experience Engineering","Digital Engagement","1636502400000000","","true","1636460100000000","1716259143202000"
"13895","8370478580133961614403859513233429373399","1012","4060741400007923359","Production","Full-time employee","Global Delivery","Global Delivery","1717372800000000","","false","1716186469413000","1716259533615000"
"13896","4977069120913489778004070619200971106388","4060741400035375601","4060741400042739253","Non-production","Part-time employee","Solution Practice Office","Sales","1112313600000000","","true","1112313600000000","1716295517688000"
"13897","20703086801950610046713697047826577370319343","4060741400005179326","4060741400375569062","Production","Full-time employee","Salesforce","Digital Engagement","1617321600000000","","true","1617321600000000","1716295525722000"
"13898","464764860139939160930192911385610163092243691423","4000741400001402409","4060741400007923316","Production","Full-time employee","Global Delivery","Global Delivery","1716422400000000","","false","1716286007059000","1716339721498000"
"13899","16832903831956808835582041565455507210","8050000000000000147","4060741400044112185","Production","Full-time employee","Global Delivery","Global Delivery","1607299200000000","","true","1606996500000000","1716426660801000"
"13900","59332062200579694212273959898529710","1013","4060741400007923359","Production","Full-time employee","Dedicated Delivery","Dedicated Delivery","1717027200000000","","false","1716374162612000","1716427140725000"
"13901","559388496804297743470407218905238267509559008","1013","4060741400007923359","Production","Full-time employee","Cloud AppEng","Cloud","1684972800000000","1717977600000000","true","1684728304345000","1716534357186000"
"13902","887907649025953957658636042611244023894","1013","4060741400007923358","Production","Full-time employee","Global Delivery","Global Delivery","1538956800000000","","true","1537356000000000","1716534359446000"
"13903","219452440642030441461878609745179438287","4000741400001402409","4060741400007923316","Production","Full-time employee","Global Delivery","Global Delivery","1663027200000000","","true","1660639500000000","1716696500618000"
"13904","43172152091994373545741526008570977279777339","4060741400010084401","4060741400335399351","Production","Full-time employee","Cloud SysEng","Cloud","1612742400000000","","true","1612366200000000","1716696643272000"
"13905","9311163448575503383576962364251762642205933","1012","4060741400007923322","Production","Full-time employee","Global Delivery","Global Delivery","1623801600000000","","true","1623765609000000","1716800276261000"
"13906","82826578392085015789543406674035042487350","4060741400309298944","4060741400034028462","Production","Full-time employee","Enterprise Apps","Intelligent Enterprise","1717372800000000","","false","1716803931431000","1716804831311000"
"13907","1499278493228784071074220319599472017388766893","4060741400010084401","4060741400035457637","Production","Full-time employee","Security","Security","1661731200000000","","true","1661415600000000","1716807958217000"
"13908","37337292951645731035898063918388","4060741400010084400","4060741400007923325","Production","Full-time employee","Cloud SysEng","Cloud","1601510400000000","","true","1592551200000000","1716808435261000"
"13909","83529315001464995439908151501160","4000741400001402409","4060741400007923344","Production","Full-time employee","Global Delivery","Global Delivery","1465344000000000","","true","1465344000000000","1716865949660000"
"13910","38027188007194443959678443581055721633652","4000741400001402409","7770000000000115524","Production","Full-time employee","Data Analytics","Data","1457913600000000","","true","1457172031000000","1716950063687000"
"13911","4341349115953626919113589554485645608","4060741400010086939","4060741400050999655","Production","Full-time employee","Cloud Run","Cloud","1401580800000000","","true","1401580800000000","1716967698977000"
"13912","615082914721259469229042462463897115","1013","7770000000000131092","Production","Full-time employee","Data Analytics","Data","1583798400000000","","true","1577094000000000","1716967735118000"
"13913","789038416174520700725683554894288033632296","4060741400005179326","7770000000000169928","Production","Full-time employee","Infrastructure & Operations","Infrastructure & Operations","1612137600000000","","true","1610960700000000","1716972780969000"
"13914","887907649025953957658636042611244023894","1013","4060741400007923358","Production","Full-time employee","Global Delivery","Global Delivery","1538956800000000","1717545600000000","true","1537356000000000","1717055747156000"
"13915","04572752442323686908038291250082725012650353","4060741400309298944","4060741400007923391","Production","Full-time employee","Enterprise Apps","Intelligent Enterprise","1552867200000000","","true","1551189900000000","1717107661819000"
"13916","769381906156408293859660180706714752","4000741400001402409","7770000000002524013","Production","Full-time employee","Cloud AppEng","Cloud","1653264000000000","","true","1652964600000000","1717107797062000"
"13917","74885169818149102135087008000709540847145","4000741400001402381","4060741400007923331","Production","Full-time employee","Testing","Quality Engineering","1470614400000000","","true","1466749459000000","1717107995511000"
"13918","06775957741095681899439087082136906965218170441","4060741400007382352","4060741400007923314","Production","Full-time employee","Testing","Quality Engineering","1483401600000000","","true","1483401600000000","1717107995511000"
"13919","83638314357890552352785169609499281087","4000741400001402379","4060741400321690541","Production","Full-time employee","Testing","Quality Engineering","1358121600000000","","true","1358121600000000","1717107995511000"
"13920","9081074430830647897992024810468442235","4060741400007382351","4060741400007923322","Production","Full-time employee","Global Delivery","Global Delivery","1607904000000000","","true","1607092201000000","1717107995511000"
"13921","41858505167197046402767193031633349788839584","4000741400001402409","4060741400007923322","Production","Full-time employee","Global Delivery","Global Delivery","1153094400000000","","true","1153094400000000","1717107995511000"
"13922","7335504087189857483952675817459342118529830","8050000000000001943","4060741400051296607","Production","Full-time employee","Global Delivery","Global Delivery","1620864000000000","","true","1620285899000000","1717107995511000"
"13923","013603148131812307619988486454747500361083","4060741400010084400","4060741400035457637","Production","Full-time employee","Security","Security","1651622400000000","1717113600000000","true","1651622400000000","1717108022684000"
"13924","027045979780611778222963317790885044872","4060741400376470172","4060741400007923314","Production","Full-time employee","Testing","Quality Engineering","1577923200000000","1717113600000000","true","1576844700000000","1717108026215000"
"13925","92362021174909533566362006426134101358","1013","4060741400007923308","Production","Full-time employee","Global Delivery","Global Delivery","1654041600000000","","true","1653489300000000","1717108203679000"
"13926","9532518635887864122151143811926286974308","4060741400037048360","4060741400335399362","Non-production","Full-time employee","EPAM Anywhere","General and Administrative","1624320000000000","","true","1623923608000000","1717108244719000"
"13927","07552675576504533826166263593195123327","1013","7770000000002524013","Production","Full-time employee","Global Delivery","Global Delivery","1584921600000000","","true","1565274109000000","1717109129500000"
"13928","458072234854444820288541271340739162992382556","4000741400001402419","4060741400007923318","Production","Full-time employee","Global Delivery","Global Delivery","1717632000000000","","false","1717087508000000","1717119092873000"
"13929","6797913475938695800457582567446054161374","4060741400309298944","4060741400007923379","Production","Full-time employee","Consulting","Consulting","1717372800000000","","false","1717152352717000","1717154053502000"
