"_offset","employee_id","job_function_id","primary_skill_id","production_category","employment_status","org_category","org_category_type","work_start_micros","work_end_micros","is_active","_created_micros","_updated_micros"
"13672","0433992186344031032335668101339314228645974369","4000741400001402381","4060741400034944001","Production","Full-time employee","Cloud SysEng","Cloud","1649635200000000","","true","1649165700000000","1710852414808000"
"13673","112530119399904241052222103985932974722","1012","4060741400007923323","Production","Full-time employee","Experience Engineering","Digital Engagement","1661990400000000","","true","1661518800000000","1710852606907000"
"13674","1871537731467598442773955847031285144127","4060741400007382351","4060741400007923390","Production","Full-time employee","Enterprise Apps","Intelligent Enterprise","1643760000000000","","true","1643117701000000","1710852680662000"
"13675","29297113720987593683292206560831818535840207049","4060741400376470172","4060741400007923314","Production","Part-time employee","Testing","Quality Engineering","1429488000000000","","true","1424948431000000","1710852750116000"
"13676","02094386017654895697164459844393819","4000741400001402384","4060741400007923328","Production","Full-time employee","Testing","Quality Engineering","1500249600000000","","true","1485520576000000","1710853230471000"
"13677","634817423921716780518678416603991839653","1012","4060741400007923323","Production","Full-time employee","Experience Engineering","Digital Engagement","1603411200000000","","true","1602082500000000","1710853817816000"
"13678","1554034928615194535014262986344749687","4060741400335633826","4060741400375569062","Production","Full-time employee","Salesforce","Digital Engagement","1617321600000000","","true","1617321600000000","1710853922089000"
"13679","701403998695112013328893929738588652366","4060741400326561491","4060741400051296607","Production","Full-time employee","Global Delivery","Global Delivery","1548979200000000","","true","1548979200000000","1710854151026000"
"13680","677521385809274473318863241972831550","4060741400007382362","7770000000000142982","Production","Full-time employee","Data Analytics","Data","1622678400000000","","true","1621935601000000","1710854377663000"
"13681","308454498979355461851889485612598812","4060741400007382362","7770000000000142983","Production","Full-time employee","Data Analytics","Data","1642377600000000","","true","1638202800000000","1710854677246000"
"13682","06008613546151652704508637832135062968","4060741400309298943","4060741400375569062","Production","Full-time employee","Salesforce","Digital Engagement","1621209600000000","","true","1620050104000000","1710855493046000"
"13683","90541284370626819521094802606093117332738","4060741400376470170","4060741400331163531","Production","Full-time employee","Testing","Quality Engineering","1634515200000000","","true","1634125801000000","1710855907002000"
"13684","50969708072793469451914255596478521697","4000741400001402410","4060741400007923331","Production","Full-time employee","Salesforce","Digital Engagement","1617321600000000","","true","1617321600000000","1710855990989000"
"13685","210104111653925484003093989734037294002","1013","4060741400007931773","Production","Full-time employee","Data Analytics","Data","1691452800000000","","true","1691452800000000","1710856936412000"
"13686","285137319214626439475942113432605947095482","4060741400376470171","4060741400331163529","Production","Full-time employee","Testing","Quality Engineering","1626307200000000","","true","1625689500000000","1710856988138000"
"13687","89194922336093122944224575447710749932023","4000741400001402410","4060741400007931773","Production","Full-time employee","Data Analytics","Data","1691452800000000","","true","1691452800000000","1710857043861000"
"13688","767563244032269754704992210212802508455","4000741400001402379","4060741400370577302","Production","Full-time employee","Mobility","Digital Engagement","1572566400000000","","true","1572425700000000","1710857562595000"
"13689","4569912436272970565941982831752134067929","1013","4060741400007923322","Production","Full-time employee","Global Delivery","Global Delivery","1626048000000000","","true","1625756700000000","1710857636208000"
"13690","204451418635267760167551585590562836622","4060741400010084400","4060741400007923376","Production","Full-time employee","Enterprise Apps","Intelligent Enterprise","1412553600000000","","true","1412023704000000","1710912711473000"
"13691","9614958291563449805726811755604126993814434","4060741400309298943","4060741400007923380","Production","Subcontractor","Enterprise Apps","Intelligent Enterprise","1703030400000000","","true","1703030400000000","1710912881103000"
"13692","560023994665553727536736845503994173142","1013","4060741400007923308","Production","Full-time employee","Dedicated Delivery","Dedicated Delivery","1710979200000000","","true","1709949869381000","1710979292672000"
"13693","98798879397281272516476103583718865364268","4000741400001402409","4060741400412060820","Production","Full-time employee","Intelligent Automation","Intelligent Enterprise","1560902400000000","","true","1560509702000000","1711015501437000"
"13694","651588429545570810815776995100437962419359","4060741400006707511","4060741400007931773","Non-production","Full-time employee","Post-Acquisition Integration","Post-Acquisition Integration","1711065600000000","","true","1711065600000000","1711065600000000"
"13695","5510552631536153223776532993359175188","1013","4060741400007923316","Production","Full-time employee","Global Delivery","Global Delivery","1711324800000000","","false","1711032111284000","1711072759361000"
"13696","41118975297884459972126854450515453070224","4060741400042656449","4060741400042739253","Non-production","Full-time employee","Solution Practice Office","Sales","1075680000000000","","true","1075480751000000","1711179051377000"
"13697","687802990011144041420077947563273504","4060741400010084399","4060741400007931773","Production","Full-time employee","Data Analytics","Data","1704240000000000","","true","1703676665522000","1711232503524000"
"13698","37337292951645731035898063918388","4060741400010084400","4060741400007923325","Production","Full-time employee","Cloud SysEng","Cloud","1601510400000000","","true","1592551200000000","1711232537474000"
"13699","03521524217862405522901834876145696","4000741400001402409","7770000000002524013","Production","Full-time employee","Cloud AppEng","Cloud","1627862400000000","","true","1627564500000000","1711232627030000"
"13700","28376910150332690722664465474694400","1013","7770000000000115524","Production","Maternity leave","Data Analytics","Data","1441584000000000","","true","1424180908000000","1711233695603000"
"13701","92507047092301326401503932839626439821","4060741400034237215","4060741400034944001","Production","Full-time employee","Digital Marketing","Digital Engagement","1518998400000000","","true","1517562018000000","1711233855908000"
"13702","201700061078052691400856755866827056633","4060741400010084400","4060741400007923376","Production","Full-time employee","Enterprise Apps","Intelligent Enterprise","1606953600000000","","true","1605786601000000","1711233963604000"
"13703","599622371813309114960244787214067043551455","4060741400309298943","4060741400007923380","Production","Full-time employee","Enterprise Apps","Intelligent Enterprise","1525651200000000","","true","1524213600000000","1711233997731000"
"13704","732265924361502873668376304605426393943994910","4060741400036269807","4060741400015946691","Non-production","Full-time employee","EPAM Anywhere","General and Administrative","1626652800000000","","true","1626353130000000","1711234079011000"
"13705","4977069120913489778004070619200971106388","4060741400007382353","4060741400042739253","Production","Part-time employee","Intelligent Automation","Intelligent Enterprise","1112313600000000","","true","1112313600000000","1711234104865000"
"13706","6473141811434174504573140914995332966188216178","1013","4060741400007923359","Non-production","Trainee","GDO Office","General and Administrative","1699315200000000","","true","1699001102771000","1711234333853000"
"13707","66336704745289772638220662808606","1013","4060741400035767355","Production","Full-time employee","Intelligent Automation","Intelligent Enterprise","1554076800000000","","true","1552377027000000","1711234338200000"
"13708","58824128985601176723801140679084170225","4060741400010084401","4060741400335399351","Production","Full-time employee","Cloud SysEng","Cloud","1491177600000000","1711843200000000","true","1490338101000000","1711355446999000"
"13709","83770891789718707055305033568080565","4060741400326561491","7770000000002666185","Non-production","Full-time employee","Global Business","Sales","1712016000000000","","false","1711368727915000","1711370095760000"
"13710","13992720224233508663542900440479738702027","4060741400007382361","4060741400378686797","Production","Full-time employee","Data Analytics","Data","1625529600000000","","true","1624543500000000","1711380662578000"
"13711","1279990641080763151157366576830338895761199","4060741400034237214","4060741400034944001","Production","Full-time employee","Global Delivery","Global Delivery","1166140800000000","","true","1166140800000000","1711420120007000"
"13712","2761311432888340790638204189486231","4060741400007382359","4060741400358394831","Production","Full-time employee","Consulting","Consulting","1540771200000000","","true","1540563600000000","1711439164889000"
"13713","769599242894318811013944638808565611570346455","4060741400009609048","7770000000000116670","Production","Full-time employee","Data Analytics","Data","1646092800000000","","true","1645447200000000","1711441854394000"
"13714","4677559340628828757319091862337800607223","1013","4060741400007923359","Production","Full-time employee","Global Delivery","Global Delivery","1711929600000000","","false","1711446954788000","1711488361431000"
"13715","7345383521060608333613802041191573","1013","4060741400007923316","Production","Subcontractor","Global Delivery","Global Delivery","1622505600000000","1711670400000000","true","1621607700000000","1711670400000000"
